pollen_concentration,timestamp
0.4 2026-01-01 10:45:08.573540
0.6 2026-01-02 10:43:59.588243
0.5 2026-01-03 10:42:57.438252
0.4 2026-01-04 10:42:50.408284
0.1 2026-01-05 10:49:42.478124
0.1 2026-01-06 10:48:11.727954
0.1 2026-01-07 10:47:54.433521
0.1 2026-01-08 10:48:53.003709
0.3 2026-01-09 10:47:36.924413
0.3 2026-01-10 10:42:58.830041
0.3 2026-01-11 10:43:58.794321
0.3 2026-01-12 10:50:02.077468
0.1 2026-01-13 10:48:33.204875
0.1 2026-01-14 10:50:03.454357
0.5 2026-01-15 10:48:28.234497
0.9 2026-01-16 10:48:01.423599
0.5 2026-01-17 10:42:47.611165
0.8 2026-01-18 10:43:40.366878
0.5 2026-01-19 10:53:24.711737
